2473,309,1325,5,18,2
47,110,1254,5,17,5
1927,161,1128,1,18,4
695,115,1043,1,18,5
327,86,30,5,37,4
1373,295,677,4,34,2
363,192,594,5,18,4
783,192,493,4,35,3
64,254,307,5,35,4
1193,192,1973,4,11,4
2524,192,2123,5,29,5
1415,35,1007,5,14,1
1812,162,1355,1,5,5
1092,11,2195,5,32,5
2402,155,1453,5,16,4
286,183,856,6,18,4
1200,164,2263,5,18,4
560,183,1018,1,18,4
467,329,2291,5,37,1
2250,192,589,5,14,4
707,163,1427,1,33,3
1981,181,1569,5,19,5
734,110,1265,5,17,5
1565,207,127,5,18,2
2551,120,1948,5,29,4
1198,249,1197,5,30,5
917,330,734,5,37,3
41,147,1628,1,33,1
626,206,2393,1,30,4
1365,70,1854,1,14,4
1650,206,1877,5,30,5
131,319,9,5,32,3
2556,38,836,5,16,5
1934,152,758,5,32,5
395,206,1058,4,30,3
1694,157,1003,5,33,5
2419,181,1564,2,18,5
1888,192,466,4,29,4
1474,157,914,5,33,4
714,227,1388,5,30,4
2336,192,1218,4,20,3
300,341,2107,5,32,5
1874,108,57,5,19,2
2349,63,1432,4,0,3
414,52,64,5,14,2
293,305,1483,1,32,1
938,160,2378,6,35,4
449,341,143,5,32,5
2300,192,623,5,14,4
951,329,1620,5,27,4
2049,206,1721,5,20,4
335,81,825,1,18,4
188,195,2299,5,30,4
249,319,10,5,32,4
1446,183,1015,6,18,5
418,354,2313,5,32,4
1306,134,1523,5,29,2
798,84,2021,4,5,3
2144,192,1185,5,2,4
2420,192,516,4,5,4
1349,159,1310,4,19,5
2099,250,2373,1,18,4
2403,82,2380,1,35,5
1223,257,956,5,19,2
452,183,855,5,18,4
77,192,606,5,18,3
82,192,604,5,18,2
2308,63,1433,4,0,4
2311,344,1885,5,32,4
530,163,97,1,33,4
1400,227,1387,5,30,4
1089,11,769,5,32,5
2212,208,256,5,30,4
1219,309,1326,5,18,4
1247,160,858,5,18,4
642,147,2058,4,33,2
97,240,1163,5,37,2
2258,123,1014,1,14,5
1926,192,233,1,35,4
2177,154,1002,5,33,4
2401,263,357,1,5,5
2398,143,1887,6,5,1
1539,190,1101,1,18,4
1038,112,276,5,18,5
1946,192,1740,5,18,5
2272,192,587,1,14,4
321,147,2189,1,33,5
1405,155,1217,5,16,4
702,192,597,5,18,5
628,153,2172,1,26,4
247,183,2312,5,18,3
1441,192,2005,1,35,4
989,76,731,5,30,4
1782,339,146,5,4,1
640,162,98,5,5,5
807,282,2155,5,17,4
1881,183,304,5,29,4
2290,192,624,5,14,5
906,47,1088,5,19,5
93,214,2370,5,26,5
1710,34,903,5,32,5
239,206,1640,5,30,1
2052,110,1624,4,17,4
205,254,142,5,35,5
1238,254,1884,5,18,5
1663,330,1109,5,37,4
34,160,1705,5,35,2
258,236,2250,4,33,3
1227,177,316,1,4,1
1761,17,1386,1,35,1
387,192,236,1,35,4
1489,155,1347,5,16,3
940,332,2012,5,33,4
1935,152,756,5,32,4
793,177,2058,5,4,1
33,134,1275,5,29,4
1300,249,1762,5,30,5
447,327,1192,5,37,5
2504,195,1901,5,30,3
1152,254,2257,5,18,4
250,341,2112,5,32,4
1215,77,1276,4,17,5
808,128,2340,1,33,4
996,160,199,1,35,4
2399,110,1362,5,17,4
840,35,2120,6,5,4
1621,183,1235,1,18,3
544,324,738,5,13,4
2501,95,2268,5,32,4
2109,204,2295,5,32,5
190,155,1587,5,19,3
1805,157,1522,5,1,4
1096,11,2196,5,32,4
1479,192,458,4,35,4
2139,74,2159,5,14,4
1625,157,996,1,33,5
1115,192,1541,6,35,4
343,281,745,5,17,5
955,245,1330,1,18,4
42,327,1172,5,37,2
2284,192,1132,4,14,4
1704,20,2009,5,5,4
426,329,2293,5,37,3
620,329,1605,5,37,1
1313,97,752,5,17,3
911,192,2275,5,35,4
177,329,846,5,37,4
965,13,1411,6,35,4
1684,343,1938,1,5,5
1522,329,994,5,37,3
2486,192,616,5,11,4
436,319,66,1,32,4
2292,263,359,5,5,5
913,195,2085,4,30,5
193,27,1931,1,33,2
1241,192,640,5,18,4
1579,46,1553,5,19,4
1141,16,1073,5,22,3
2100,183,1226,5,29,4
905,311,2327,4,35,3
1789,43,1296,5,19,4
310,153,1176,5,26,2
1593,195,2289,5,30,5
2170,160,1708,5,35,4
1788,280,547,4,19,3
112,206,1054,5,30,4
493,227,695,5,30,3
230,153,2170,1,26,4
1025,249,833,5,30,4
1629,94,1563,1,19,4
496,160,2385,6,35,2
753,195,1970,5,30,5
2032,123,1415,1,14,4
2231,63,1410,4,0,4
1248,342,148,5,32,4
1525,210,884,4,19,4
564,318,1479,4,32,4
1376,289,1091,5,18,4
360,192,461,4,35,2
442,195,1084,5,30,5
635,206,252,5,30,1
2498,192,617,5,11,4
474,240,1166,1,37,4
542,168,1302,5,17,3
1016,192,172,4,35,4
490,67,556,1,30,5
1170,7,1034,4,18,4
880,84,2022,4,5,2
1783,353,936,5,23,5
1274,342,1893,5,32,4
1851,73,1969,5,18,4
1454,192,454,4,29,4
573,194,1603,1,37,2
394,208,850,4,30,4
2352,318,1322,5,32,1
2279,192,588,1,14,5
1917,107,1247,6,35,1
574,155,25,5,16,4
2428,286,1882,1,32,5
632,178,1037,5,30,2
2028,160,1986,5,20,4
123,332,1323,5,33,4
651,168,1293,5,17,4
2054,275,1435,4,0,3
1099,21,976,5,8,3
860,19,82,5,5,2
1728,347,2220,1,18,3
126,157,2241,5,33,1
2565,120,1353,4,29,4
1250,249,2410,1,30,4
2060,192,432,4,18,5
352,160,1699,5,35,2
586,328,129,5,32,3
399,208,2079,4,30,4
2024,326,119,4,34,2
1681,343,1833,1,5,4
799,195,215,1,35,5
148,183,1475,5,18,4
13,254,362,5,18,5
1420,160,859,5,18,4
1344,151,1321,5,35,4
18,206,1056,5,30,4
1375,289,2034,5,18,4
2555,249,1984,1,30,5
551,23,2142,5,34,3
28,192,335,5,18,5
434,168,1089,5,17,5
257,192,443,4,35,4
357,214,2369,5,26,4
275,157,535,4,33,4
2140,333,1777,1,30,5
1835,331,2210,5,19,5
1253,192,379,6,35,4
240,252,115,1,18,5
430,230,1549,5,26,5
2527,318,1351,5,37,1
1161,77,13,5,17,4
2003,192,1738,1,18,5
1452,192,1649,1,29,4
2348,233,808,5,18,3
469,79,302,5,35,4
2198,176,654,4,34,3
1792,5,2002,5,19,4
630,327,1156,1,32,1
2321,256,195,1,14,5
1012,324,740,5,13,4
145,244,2329,5,18,4
2499,120,412,4,29,5
1569,155,1262,5,19,4
96,240,1158,5,37,4
711,195,787,5,30,5
1775,116,2072,1,5,5
1377,289,2371,5,18,5
1123,160,697,5,18,5
1226,162,69,1,5,4
598,147,2328,4,33,3
1384,289,800,5,18,3
494,268,2260,4,29,4
81,320,98,5,32,4
561,239,2322,5,30,3
1653,182,1201,5,19,5
2495,192,464,4,11,4
183,192,232,1,35,2
1195,257,963,5,19,2
1347,208,264,5,30,4
6,329,1379,5,37,2
1825,263,248,5,5,5
2438,340,1259,5,17,5
2039,308,2373,1,18,5
1839,331,2214,5,19,5
2106,112,1485,5,18,4
1249,192,1804,4,6,2
